50, Self-emp-not-inc, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 13, United-States, <=50K
48, Private, HS-grad, Divorced, Other-service, Black, Female, 40, United-States, <=50K
47, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, >50K
34, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 65, United-States, >50K
27, Private, Assoc-acdm, Never-married, Sales, White, Male, 40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
24, Private, HS-grad, Divorced, Handlers-cleaners, White, Male, 30, United-States, <=50K
25, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
36, Private, Assoc-voc, Divorced, Sales, White, Female, 40, United-States, <=50K
38, Federal-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 45, United-States, <=50K
57, Private, 5th-6th, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
24, Private, Some-college, Married-civ-spouse, Farming-fishing, White, Male, 50, United-States, >50K
41, State-gov, HS-grad, Married-civ-spouse, Tech-support, White, Male, 40, United-States, <=50K
44, Private, HS-grad, Never-married, Other-service, Black, Male, 32, United-States, <=50K
34, Private, Assoc-voc, Never-married, Craft-repair, White, Female, 40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
27, State-gov, HS-grad, Married-civ-spouse, Tech-support, White, Male, 40, United-States, <=50K
22, Private, HS-grad, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
59, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 55, United-States, >50K
34, Private, 11th, Married-civ-spouse, Transport-moving, White, Male, 50, United-States, <=50K
30, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 65, United-States, >50K
21, Private, Some-college, Never-married, Adm-clerical, White, Female, 38, United-States, <=50K
24, Private, Some-college, Never-married, Handlers-cleaners, White, Male, 40, Italy, <=50K
35, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 50, United-States, >50K
32, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
45, Private, Some-college, Divorced, Adm-clerical, White, Female, 45, United-States, <=50K
30, Private, HS-grad, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Craft-repair, White, Male, 55, United-States, <=50K
28, Self-emp-not-inc, Bachelors, Married-civ-spouse, Sales, White, Female, 5, United-States, <=50K
29, Private, HS-grad, Never-married, Adm-clerical, White, Female, 44, United-States, <=50K
60, Private, Some-college, Married-civ-spouse, Craft-repair, White, Male, 40, Columbia, <=50K
31, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, >50K
28, Private, Some-college, Married-civ-spouse, Other-service, White, Male, 35, United-States, >50K
42, Private, Some-college, Married-civ-spouse, Other-service, White, Female, 23, United-States, <=50K
40, Local-gov, 9th, Married-civ-spouse, Other-service, White, Female, 40, Yugoslavia, >50K
24, Private, Some-college, Never-married, Other-service, White, Male, 40, United-States, <=50K
37, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
36, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
39, Private, Bachelors, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
22, Private, 9th, Married-spouse-absent, Other-service, White, Male, 35, Mexico, <=50K
46, Private, Some-college, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
28, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 43, United-States, <=50K
34, Private, Some-college, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
42, Private, Some-college, Divorced, Sales, White, Female, 43, United-States, <=50K
43, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
35, Private, HS-grad, Never-married, Sales, White, Female, 40, United-States, <=50K
60, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 16, United-States, <=50K
33, Private, Some-college, Never-married, Craft-repair, Black, Male, 40, United-States, >50K
22, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 80, United-States, <=50K
39, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
37, Self-emp-not-inc, 11th, Married-civ-spouse, Transport-moving, White, Male, 45, United-States, <=50K
63, Self-emp-not-inc, 7th-8th, Married-civ-spouse, Farming-fishing, White, Male, 60, United-States, >50K
46, State-gov, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 38, United-States, >50K
48, Private, HS-grad, Separated, Machine-op-inspct, Black, Female, 40, United-States, <=50K
33, Private, HS-grad, Never-married, Adm-clerical, Black, Female, 40, United-States, <=50K
65, Private, Some-college, Widowed, Prof-specialty, White, Female, 20, Hungary, <=50K
39, Private, HS-grad, Never-married, Adm-clerical, White, Female, 40, United-States, >50K
43, Private, Bachelors, Divorced, Exec-managerial, Black, Female, 40, United-States, >50K
28, Private, 10th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
50, Self-emp-not-inc, HS-grad, Divorced, Exec-managerial, White, Female, 35, United-States, >50K
24, State-gov, Bachelors, Never-married, Prof-specialty, White, Male, 20, United-States, <=50K
48, Private, HS-grad, Divorced, Transport-moving, White, Male, 40, United-States, <=50K
35, Private, Some-college, Never-married, Other-service, White, Male, 40, United-States, <=50K
62, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
42, Self-emp-not-inc, Some-college, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
60, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
50, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
43, Local-gov, HS-grad, Divorced, Protective-serv, White, Female, 40, United-States, <=50K
35, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 38, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, >50K
30, Local-gov, Bachelors, Married-civ-spouse, Protective-serv, White, Male, 40, United-States, >50K
32, Private, Some-college, Married-civ-spouse, Sales, Black, Male, 65, United-States, <=50K
18, Private, Some-college, Never-married, Adm-clerical, White, Male, 40, United-States, <=50K
37, Private, Assoc-acdm, Never-married, Sales, Black, Female, 40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 42, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 45, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, 44, United-States, >50K
40, Private, Assoc-voc, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
34, Private, Assoc-voc, Married-civ-spouse, Craft-repair, White, Male, 48, United-States, <=50K
29, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 40, United-States, <=50K
47, Self-emp-not-inc, Some-college, Widowed, Other-service, White, Female, 35, United-States, <=50K
45, Private, HS-grad, Married-spouse-absent, Adm-clerical, White, Female, 30, United-States, <=50K
53, Private, HS-grad, Separated, Craft-repair, White, Male, 35, United-States, <=50K
52, Self-emp-not-inc, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, 40, Philippines, <=50K
44, Private, Some-college, Married-civ-spouse, Tech-support, White, Male, 44, United-States, >50K
41, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 50, United-States, >50K
53, Local-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male, 43, United-States, >50K
25, Private, HS-grad, Never-married, Craft-repair, White, Male, 35, United-States, <=50K
20, Private, 11th, Separated, Other-service, White, Female, 40, United-States, <=50K
29, Private, Assoc-voc, Never-married, Priv-house-serv, White, Female, 40, United-States, <=50K
56, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
45, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Female, 30, United-States, >50K
56, Private, HS-grad, Married-civ-spouse, Sales, White, Female, 35, United-States, <=50K
38, Self-emp-inc, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
62, Private, HS-grad, Married-civ-spouse, Sales, Asian-Pac-Islander, Male, 40, Philippines, <=50K
28, Self-emp-not-inc, Bachelors, Never-married, Prof-specialty, White, Male, 60, United-States, <=50K
31, Private, HS-grad, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
24, Private, Bachelors, Never-married, Sales, White, Male, 40, United-States, <=50K
65, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, 34, United-States, <=50K
40, Private, HS-grad, Separated, Handlers-cleaners, Black, Male, 30, United-States, <=50K
31, Private, Bachelors, Never-married, Prof-specialty, White, Male, 40, United-States, <=50K
35, Private, HS-grad, Divorced, Transport-moving, White, Male, 60, United-States, <=50K
30, Local-gov, Some-college, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
25, Private, Bachelors, Never-married, Exec-managerial, White, Male, 45, United-States, <=50K
22, Private, HS-grad, Never-married, Other-service, White, Male, 40, United-States, <=50K
31, Private, Some-college, Married-civ-spouse, Prof-specialty, White, Female, 40, United-States, <=50K
56, Private, Some-college, Married-civ-spouse, Exec-managerial, Black, Male, 50, United-States, >50K
51, Private, HS-grad, Divorced, Other-service, Black, Male, 32, Haiti, <=50K
36, Self-emp-not-inc, 10th, Married-civ-spouse, Farming-fishing, White, Male, 60, United-States, <=50K
44, State-gov, Some-college, Divorced, Adm-clerical, Black, Female, 40, United-States, <=50K
49, Private, Masters, Divorced, Exec-managerial, White, Male, 45, United-States, >50K
28, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
57, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, >50K
33, Self-emp-not-inc, Some-college, Never-married, Sales, White, Male, 65, United-States, <=50K
49, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
74, State-gov, Doctorate, Never-married, Prof-specialty, White, Female, 20, United-States, >50K
48, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, <=50K
38, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
39, Private, HS-grad, Never-married, Machine-op-inspct, White, Female, 40, United-States, <=50K
46, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 65, United-States, >50K
17, Private, 11th, Never-married, Priv-house-serv, White, Female, 40, United-States, <=50K
28, Private, 9th, Divorced, Prof-specialty, Black, Female, 40, United-States, <=50K
42, Private, Masters, Divorced, Adm-clerical, White, Female, 25, United-States, <=50K
39, Private, Some-college, Separated, Adm-clerical, Black, Female, 40, United-States, <=50K
29, Self-emp-not-inc, HS-grad, Married-civ-spouse, Farming-fishing, White, Male, 40, United-States, <=50K
21, Private, Some-college, Never-married, Prof-specialty, White, Male, 10, United-States, <=50K
36, Private, Some-college, Never-married, Adm-clerical, Asian-Pac-Islander, Female, 40, United-States, <=50K
56, Private, 10th, Widowed, Machine-op-inspct, Black, Female, 40, United-States, <=50K
49, Private, 5th-6th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
47, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male, 80, United-States, <=50K
44, Private, Some-college, Separated, Adm-clerical, White, Female, 40, United-States, <=50K
40, Private, 1st-4th, Never-married, Other-service, White, Male, 45, El-Salvador, <=50K
43, State-gov, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
62, Private, 12th, Married-civ-spouse, Farming-fishing, White, Male, 48, Germany, <=50K
52, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Female, 30, United-States, >50K
25, Private, HS-grad, Never-married, Other-service, Black, Female, 40, United-States, <=50K
63, Self-emp-inc, Masters, Divorced, Prof-specialty, White, Male, 70, United-States, >50K
51, Private, Doctorate, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, 99, South, <=50K
48, Federal-gov, Some-college, Never-married, Adm-clerical, White, Male, 30, United-States, <=50K
32, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, <=50K
36, Private, Some-college, Married-civ-spouse, Sales, White, Male, 45, United-States, <=50K
30, Self-emp-not-inc, HS-grad, Divorced, Craft-repair, White, Male, 40, United-States, <=50K
45, State-gov, Masters, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
27, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 50, United-States, <=50K
41, Private, Bachelors, Divorced, Other-service, White, Male, 37, United-States, <=50K
61, Private, HS-grad, Married-civ-spouse, Other-service, Black, Male, 40, United-States, <=50K
70, Self-emp-inc, Bachelors, Divorced, Exec-managerial, White, Female, 55, United-States, <=50K
55, Private, 11th, Never-married, Machine-op-inspct, Black, Female, 40, United-States, <=50K
35, Private, Bachelors, Never-married, Other-service, White, Female, 45, United-States, <=50K
36, Private, Assoc-voc, Married-civ-spouse, Handlers-cleaners, White, Male, 38, United-States, <=50K
29, Private, Some-college, Never-married, Tech-support, White, Male, 60, United-States, <=50K
30, Private, Bachelors, Married-civ-spouse, Other-service, White, Female, 40, United-States, <=50K
39, Federal-gov, Bachelors, Divorced, Prof-specialty, White, Female, 60, United-States, <=50K
18, Private, HS-grad, Never-married, Other-service, White, Male, 20, United-States, <=50K
28, Private, HS-grad, Married-civ-spouse, Transport-moving, Black, Male, 40, United-States, <=50K
27, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 45, United-States, <=50K
25, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 40, United-States, >50K
38, Private, 11th, Never-married, Other-service, Black, Female, 40, United-States, <=50K
23, Private, Some-college, Never-married, Farming-fishing, White, Male, 45, United-States, <=50K
40, Private, Assoc-voc, Divorced, Prof-specialty, White, Male, 40, United-States, <=50K
20, Private, Some-college, Never-married, Sales, White, Female, 20, United-States, <=50K
41, Private, HS-grad, Married-civ-spouse, Machine-op-inspct, White, Male, 48, United-States, <=50K
44, Private, Some-college, Separated, Adm-clerical, White, Female, 38, United-States, <=50K
49, Self-emp-inc, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
22, Private, Assoc-acdm, Never-married, Adm-clerical, Black, Female, 40, United-States, <=50K
26, Private, Some-college, Never-married, Adm-clerical, White, Female, 40, United-States, <=50K
47, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
48, Private, HS-grad, Widowed, Other-service, White, Female, 25, United-States, <=50K
28, Self-emp-inc, HS-grad, Never-married, Exec-managerial, White, Male, 40, United-States, <=50K
37, Federal-gov, Some-college, Separated, Exec-managerial, White, Male, 55, United-States, >50K
44, Private, Bachelors, Married-civ-spouse, Prof-specialty, White, Male, 40, United-States, <=50K
53, Private, Bachelors, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
36, Private, Masters, Never-married, Exec-managerial, White, Male, 15, United-States, <=50K
77, Private, 7th-8th, Married-civ-spouse, Machine-op-inspct, Other, Male, 30, United-States, <=50K
30, Private, Assoc-acdm, Never-married, Tech-support, White, Female, 40, United-States, <=50K
51, Local-gov, Assoc-voc, Divorced, Adm-clerical, White, Female, 50, United-States, <=50K
22, Private, Some-college, Divorced, Sales, Asian-Pac-Islander, Female, 30, Philippines, <=50K
23, Private, Some-college, Never-married, Sales, Asian-Pac-Islander, Male, 25, United-States, <=50K
47, Private, Doctorate, Married-civ-spouse, Exec-managerial, White, Male, 50, United-States, >50K
17, Private, 12th, Never-married, Sales, White, Male, 20, United-States, <=50K
48, Private, Bachelors, Never-married, Other-service, White, Male, 50, Mexico, >50K
43, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
34, Private, 12th, Married-civ-spouse, Craft-repair, White, Male, 40, Guatemala, <=50K
19, Private, HS-grad, Never-married, Adm-clerical, White, Female, 35, United-States, <=50K
42, State-gov, Some-college, Never-married, Exec-managerial, White, Female, 40, United-States, <=50K
23, Private, Bachelors, Never-married, Exec-managerial, Asian-Pac-Islander, Male, 40, United-States, <=50K
61, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
63, Private, 11th, Married-civ-spouse, Other-service, White, Male, 30, United-States, <=50K
65, Private, HS-grad, Widowed, Sales, White, Female, 40, United-States, <=50K
37, Private, Assoc-voc, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
41, Local-gov, Assoc-acdm, Married-civ-spouse, Tech-support, White, Male, 40, United-States, >50K
21, Private, HS-grad, Divorced, Sales, White, Female, 40, United-States, <=50K
43, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 55, United-States, <=50K
56, Self-emp-not-inc, Some-college, Married-civ-spouse, Craft-repair, White, Male, 60, United-States, <=50K
47, Private, HS-grad, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
26, Private, Bachelors, Never-married, Adm-clerical, White, Male, 24, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Other-service, White, Female, 24, United-States, <=50K
45, Self-emp-not-inc, Some-college, Never-married, Farming-fishing, White, Male, 75, United-States, <=50K
49, Private, HS-grad, Divorced, Other-service, White, Male, 40, Columbia, <=50K
23, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 30, United-States, <=50K
69, Private, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 36, United-States, <=50K
41, Federal-gov, Masters, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
40, Self-emp-not-inc, HS-grad, Separated, Exec-managerial, White, Male, 40, United-States, <=50K
25, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
52, Private, HS-grad, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
28, Private, Some-college, Never-married, Prof-specialty, Black, Female, 50, United-States, <=50K
50, Federal-gov, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
21, Private, Assoc-voc, Never-married, Tech-support, White, Female, 30, United-States, <=50K
48, Private, Some-college, Married-civ-spouse, Sales, White, Male, 40, United-States, >50K
27, Private, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 42, United-States, >50K
37, Self-emp-not-inc, Doctorate, Never-married, Prof-specialty, White, Male, 45, United-States, >50K
58, Private, HS-grad, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
41, Private, Some-college, Married-civ-spouse, Sales, White, Male, 51, United-States, <=50K
67, Self-emp-inc, Some-college, Married-civ-spouse, Sales, White, Male, 40, United-States, <=50K
62, Self-emp-not-inc, HS-grad, Married-civ-spouse, Sales, White, Female, 48, United-States, <=50K
28, Private, Some-college, Married-civ-spouse, Handlers-cleaners, White, Male, 40, United-States, >50K
26, Private, 12th, Never-married, Handlers-cleaners, White, Male, 40, United-States, <=50K
46, Self-emp-not-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 65, United-States, >50K
29, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
39, Private, Bachelors, Married-civ-spouse, Craft-repair, Asian-Pac-Islander, Male, 40, Philippines, >50K
25, Private, Masters, Never-married, Prof-specialty, White, Female, 35, United-States, <=50K
20, Private, Some-college, Never-married, Sales, White, Female, 35, United-States, <=50K
21, Private, Some-college, Never-married, Adm-clerical, White, Male, 40, United-States, <=50K
25, Private, Bachelors, Never-married, Prof-specialty, White, Male, 50, United-States, <=50K
44, Self-emp-inc, Prof-school, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
37, Private, HS-grad, Never-married, Adm-clerical, White, Male, 38, United-States, <=50K
50, Private, Masters, Married-civ-spouse, Exec-managerial, Asian-Pac-Islander, Male, 40, Philippines, >50K
29, Private, HS-grad, Separated, Adm-clerical, White, Female, 40, United-States, <=50K
58, Private, Assoc-voc, Divorced, Adm-clerical, White, Female, 60, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
29, Private, Some-college, Never-married, Other-service, White, Female, 18, United-States, <=50K
58, Private, HS-grad, Married-civ-spouse, Exec-managerial, White, Male, 60, United-States, >50K
29, State-gov, Some-college, Never-married, Other-service, White, Female, 40, United-States, <=50K
36, Private, HS-grad, Married-civ-spouse, Transport-moving, White, Male, 45, United-States, >50K
21, Private, HS-grad, Never-married, Craft-repair, White, Male, 35, United-States, <=50K
49, Private, HS-grad, Divorced, Exec-managerial, White, Female, 40, United-States, <=50K
60, Private, Masters, Divorced, Prof-specialty, White, Female, 50, United-States, <=50K
39, Private, Some-college, Married-civ-spouse, Sales, White, Male, 50, United-States, >50K
50, Private, Assoc-acdm, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, >50K
30, Private, Some-college, Never-married, Sales, White, Female, 48, United-States, <=50K
64, Local-gov, HS-grad, Divorced, Transport-moving, White, Male, 20, United-States, <=50K
29, Self-emp-inc, Assoc-acdm, Never-married, Prof-specialty, Black, Female, 40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
42, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 50, United-States, <=50K
55, Private, HS-grad, Widowed, Sales, White, Female, 40, United-States, <=50K
43, Private, HS-grad, Divorced, Transport-moving, White, Male, 45, United-States, <=50K
34, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 40, United-States, <=50K
47, Private, Masters, Married-civ-spouse, Adm-clerical, White, Female, 38, United-States, >50K
43, Self-emp-not-inc, Masters, Never-married, Exec-managerial, White, Female, 40, United-States, <=50K
24, Private, Some-college, Never-married, Adm-clerical, Black, Female, 25, United-States, <=50K
21, Private, 11th, Married-civ-spouse, Craft-repair, White, Male, 40, Mexico, <=50K
65, Private, Bachelors, Married-civ-spouse, Craft-repair, White, Male, 40, England, >50K
20, Private, Some-college, Never-married, Other-service, White, Male, 40, United-States, <=50K
31, State-gov, Masters, Divorced, Adm-clerical, White, Female, 25, United-States, <=50K
38, State-gov, HS-grad, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
22, Private, Some-college, Never-married, Sales, White, Male, 40, United-States, <=50K
20, Private, Some-college, Never-married, Prof-specialty, Other, Female, 20, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Sales, White, Male, 60, United-States, <=50K
44, Local-gov, Masters, Married-civ-spouse, Prof-specialty, White, Female, 40, United-States, <=50K
41, Private, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 60, United-States, >50K
38, Private, HS-grad, Divorced, Craft-repair, White, Male, 40, United-States, <=50K
21, Private, Some-college, Never-married, Other-service, White, Female, 25, Germany, <=50K
24, Private, Some-college, Married-spouse-absent, Sales, Other, Female, 30, Ecuador, <=50K
24, Private, Masters, Never-married, Prof-specialty, White, Female, 45, United-States, <=50K
48, Private, Some-college, Divorced, Craft-repair, White, Male, 40, United-States, <=50K
24, Local-gov, HS-grad, Never-married, Protective-serv, White, Male, 40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Prof-specialty, Asian-Pac-Islander, Male, 35, South, >50K
50, Local-gov, Some-college, Married-civ-spouse, Craft-repair, White, Male, 55, United-States, <=50K
68, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, <=50K
31, State-gov, Masters, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, <=50K
22, Private, 1st-4th, Never-married, Craft-repair, White, Male, 40, Guatemala, <=50K
25, Private, HS-grad, Married-spouse-absent, Machine-op-inspct, White, Male, 40, Poland, <=50K
28, Private, Some-college, Never-married, Sales, White, Female, 40, United-States, <=50K
17, Local-gov, 11th, Never-married, Adm-clerical, White, Female, 15, United-States, <=50K
24, State-gov, Doctorate, Never-married, Prof-specialty, White, Female, 99, England, <=50K
20, Private, 10th, Separated, Sales, White, Female, 36, United-States, <=50K
45, Federal-gov, Assoc-acdm, Married-civ-spouse, Adm-clerical, White, Male, 40, United-States, >50K
44, Private, Some-college, Married-spouse-absent, Craft-repair, White, Female, 45, United-States, <=50K
57, Private, 7th-8th, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
33, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 55, United-States, >50K
22, Private, Some-college, Never-married, Protective-serv, Asian-Pac-Islander, Male, 24, India, <=50K
41, Private, HS-grad, Divorced, Other-service, White, Female, 40, United-States, <=50K
52, Private, HS-grad, Divorced, Machine-op-inspct, White, Female, 38, United-States, <=50K
50, Private, Bachelors, Married-civ-spouse, Sales, White, Male, 40, United-States, >50K
26, Self-emp-inc, Bachelors, Never-married, Adm-clerical, White, Female, 50, United-States, <=50K
17, Private, 10th, Never-married, Sales, Black, Female, 12, United-States, <=50K
64, Private, Some-college, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
51, Private, HS-grad, Married-civ-spouse, Tech-support, White, Male, 40, United-States, >50K
28, Self-emp-not-inc, HS-grad, Married-civ-spouse, Prof-specialty, White, Male, 35, United-States, <=50K
51, Private, Bachelors, Divorced, Adm-clerical, White, Female, 40, United-States, <=50K
39, Self-emp-not-inc, Bachelors, Divorced, Adm-clerical, White, Male, 40, United-States, <=50K
48, Private, Some-college, Divorced, Other-service, White, Female, 32, United-States, <=50K
44, Private, Some-college, Married-civ-spouse, Other-service, White, Female, 40, United-States, >50K
47, Private, 11th, Married-civ-spouse, Other-service, White, Male, 40, United-States, <=50K
52, Private, HS-grad, Widowed, Craft-repair, White, Female, 40, United-States, <=50K
58, Private, Some-college, Never-married, Adm-clerical, White, Female, 39, United-States, <=50K
19, Private, 11th, Never-married, Other-service, White, Female, 40, United-States, <=50K
40, Private, Bachelors, Married-civ-spouse, Tech-support, White, Male, 40, United-States, >50K
23, Private, Some-college, Never-married, Adm-clerical, White, Male, 40, United-States, <=50K
31, Private, Bachelors, Married-civ-spouse, Other-service, White, Male, 40, Yugoslavia, <=50K
46, Private, Masters, Divorced, Exec-managerial, White, Female, 50, United-States, >50K
32, Private, HS-grad, Married-civ-spouse, Handlers-cleaners, Black, Female, 40, United-States, <=50K
50, Private, HS-grad, Married-civ-spouse, Craft-repair, White, Male, 40, United-States, <=50K
18, Private, HS-grad, Never-married, Machine-op-inspct, White, Male, 37, United-States, <=50K
26, Private, Masters, Never-married, Exec-managerial, White, Female, 30, United-States, <=50K
36, Private, Bachelors, Never-married, Sales, White, Female, 20, United-States, <=50K
26, Private, Assoc-voc, Divorced, Sales, White, Female, 35, United-States, <=50K
19, Private, Some-college, Never-married, Sales, White, Female, 15, United-States, <=50K
53, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, >50K
54, Private, Some-college, Never-married, Sales, Black, Male, 41, United-States, <=50K
29, Private, Some-college, Married-civ-spouse, Adm-clerical, White, Female, 6, United-States, <=50K
37, Private, Masters, Never-married, Prof-specialty, White, Female, 38, United-States, >50K
40, Private, Assoc-voc, Divorced, Transport-moving, White, Male, 50, United-States, >50K
36, Private, Some-college, Widowed, Adm-clerical, Black, Female, 40, United-States, <=50K
18, Private, 12th, Never-married, Adm-clerical, White, Female, 30, United-States, <=50K
44, State-gov, 11th, Separated, Tech-support, Black, Male, 40, United-States, <=50K
36, Private, HS-grad, Separated, Other-service, Black, Female, 35, United-States, <=50K
69, State-gov, Doctorate, Married-civ-spouse, Prof-specialty, White, Male, 50, United-States, >50K
27, Private, HS-grad, Never-married, Machine-op-inspct, Black, Male, 40, United-States, <=50K
52, Private, Assoc-acdm, Married-civ-spouse, Exec-managerial, White, Male, 40, United-States, <=50K
24, Private, Assoc-acdm, Never-married, Sales, White, Male, 35, United-States, <=50K
